APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Longitude,Latitude,Property on Map,Zip Codes
2348008053,3/21/2019,Multi-Family,5235 1/2 N BEN AVE,NORTH HOLLYWOOD,CA,91607,2,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.39445,34.16586,POINT (-118.39445 34.16586),8890
2502026016,3/11/2019,Single Family,15200 W DORIAN ST,LOS ANGELES,CA,91342,7,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.46413,34.32219,POINT (-118.46413000000001 34.32219),18912
2159006001,1/1/2019,Single Family,18029 W BURBANK BLVD,LOS ANGELES,CA,91316,5,"U.S. Bank N.A., c/o Select Portfolio Servicing",Select Servicing,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.52534,34.17236,POINT (-118.52534 34.17236),4286
2504021014,1/14/2019,Single Family,13835 W ASTORIA ST,LOS ANGELES,CA,91342,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.43484,34.31529,POINT (-118.43484 34.31529),18912
2074006028,1/1/2019,Single Family,4835 N BRUGES AVE,LOS ANGELES,CA,91364,3,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,-118.62533,34.15893,POINT (-118.62533 34.15893),19346
2112030064,2/8/2019,Single Family,21021 W GAULT ST,LOS ANGELES,CA,91303,3,Selene Finance - Jefferson Office,Eric Moore,877-338-3791,M&M Mortgage co,DEBORAH PRADO,12901  SW 132nd AVE  miami FL 33186,800-336-4890,-118.59131,34.19933,POINT (-118.59131 34.19933000000001),4278
2076012046,1/1/2019,Single Family,4510 N STARK AVE,LOS ANGELES,CA,91364,3,U.S. Bank N.A co select portfolio servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.62363,34.15191,POINT (-118.62363 34.15191),19346
2401045072,1/8/2019,Single Family,9739  VIA ROMA,LOS ANGELES,CA,91505,2,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.34097,34.21349,POINT (-118.34097000000001 34.21349),20148
2532022008,1/2/2019,Single Family,11183 N PHILLIPPI AVE,LOS ANGELES,CA,91331,7,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.40206,34.27323,POINT (-118.40206000000002 34.27323),18907
2368021016,1/31/2019,Single Family,4158 N FARMDALE AVE,LOS ANGELES,CA,91604,2,Mr. Cooper,Paula Acosta,800-468-1743,Remedy Field Services,Brandon Cole,15615   Alton PKWY 450 Irvine CA 92618,800-468-1743,-118.38102,34.14404,POINT (-118.38102 34.14404),8492
2012025012,2/13/2019,Single Family,22345 W LANARK ST,LOS ANGELES,CA,93063,3,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.61398,34.21723,POINT (-118.61397999999998 34.21723),4279
2671003009,2/26/2019,Single Family,9738 N HASKELL AVE,LOS ANGELES,CA,91343,12,"CIT BANK, N.A.",Sarah Richardson,757-955-8014,Bron,Jessica Hamlet,41951   Remington AVE 150 Temecula CA 92590,951-291-3285,-118.47604,34.24751,POINT (-118.47604 34.247510000000005),18914
2606014041,1/9/2019,Single Family,11922 N LOUISE AVE,LOS ANGELES,CA,91344,12,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,-118.51042,34.28756,POINT (-118.51041999999998 34.28756),19329
2163007008,1/3/2019,Single Family,5117 N TAMPA AVE,LOS ANGELES,CA,91356,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.55418,34.16416,POINT (-118.55417999999999 34.16416),19339
2341004015,1/8/2019,Single Family,12635 W TIARA ST,LOS ANGELES,CA,91607,2,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,NA,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.40851,34.17857,POINT (-118.40851 34.17857),8890
2206019017,1/11/2019,Single Family,7543 N COLLETT AVE,VAN NUYS,CA,91406,6,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.48264,34.20783,POINT (-118.48264000000002 34.20783),19734
2631005024,1/2/2019,Single Family,9111 N TELFAIR AVE,LOS ANGELES,CA,91352,6,US BANK NA co SELECT PORTFOLIO SERVICING,SELECT SERVICING,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.39526,34.23473,POINT (-118.39526 34.234730000000006),19335
2034018005,1/3/2019,Single Family,6563 N FRANRIVERS AVE,LOS ANGELES,CA,91307,12,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.65481,34.18998,POINT (-118.65481000000001 34.18998),4283
2360001030,1/22/2019,Single Family,13546 W SARAH ST,LOS ANGELES,CA,91423,4,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Steve Daggett,Steve Daggett,8011   Glencrest DR  Sun Valley CA 91352,818-577-6004,-118.42842,34.15386,POINT (-118.42842 34.15386),19736
2626006036,1/25/2019,Multi-Family,12973 W CORRENTI ST,PACOIMA,CA,91331,7,Quicken Loan Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.41563,34.24727,POINT (-118.41562999999998 34.24727),18907
2255010007,1/17/2019,Single Family,5771 N BABBITT AVE,LOS ANGELES,CA,91316,5,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.50868,34.1757,POINT (-118.50868 34.1757),4286
2625027016,1/21/2019,Single Family,9161 N ROSLYNDALE AVE,LOS ANGELES,CA,91331,6,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.43069,34.23659,POINT (-118.43069 34.23659),18907
2107011108,1/24/2019,Single Family,20104 W STRATHERN ST,LOS ANGELES,CA,91306,3,Bayview Loan Servicing/Bayview Representative,Frances Guerra,954-590-7161,QUEST PRESERVATION INC,ALEXA URCUYO,2031  E Cerritos AVE  Anaheim CA 92806,800-336-4890,-118.57143,34.21548,POINT (-118.57143 34.21548),4282
2601067004,2/25/2019,Single Family,17806 W MOUNTAIN RANCH ROAD,LOS ANGELES,CA,91344,12,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.52032,34.28973,POINT (-118.52032 34.28973),19329
2032005018,1/7/2019,Single Family,6444 N ANTIGUA PL,LOS ANGELES,CA,91307,12,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,801-461-8200,-118.66192,34.18721,POINT (-118.66192000000001 34.18721),4283
2202005025,1/17/2019,Single Family,17340 W STAGG ST,LOS ANGELES,CA,91325,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.51145,34.21193,POINT (-118.51145 34.21193),18514
2534006020,1/8/2019,Single Family,11263 N HERRICK AVE,LOS ANGELES,CA,91331,7,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.41896,34.27484,POINT (-118.41896 34.27484),18907
2640030014,3/21/2019,Single Family,13676 W CHASE ST,LOS ANGELES,CA,91331,6,New American Funding,Regina Noble,714-848-7920,Law Offices of Les Zieve,Reyna Alailima,18377   BEACH BLVD 210 HUNTINGTON BEACH CA 92648,714-848-7920,-118.43012,34.23049,POINT (-118.43012 34.23049),18907
2366029006,1/4/2019,Single Family,4160 N ELMER AVE,LOS ANGELES,CA,91602,2,PNC MORTGAGE PRESALE,JENNIFER SMITH,937-910-1887,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.37666,34.14405,POINT (-118.37666000000002 34.14405),8489
2107011026,1/28/2019,Multi-Family,20137 W ARMINTA ST,WINNETKA,CA,91306,3,Fannie Mae - Care of Pemco-Limited,TaNisha Tankard,720-509-3246,Pemco-Limited,TaNisha Tankard,8149   California AVE  South Gate CA 90280,720-509-3246,-118.57248,34.21328,POINT (-118.57248000000001 34.21328),4282
2425017005,1/16/2019,Single Family,3713 N BROADLAWN DR,LOS ANGELES,CA,90068,4,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,eXp Realty of California Inc,Jeff Russell,155  N Lake AVE 800 Pasadena CA 91101,310-622-4840,-118.35921,34.13088,POINT (-118.35920999999999 34.13088),24033
2156027100,1/1/2019,Single Family,18555 W COLLINS ST,TARZANA,CA,91356,3,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,-118.53906,34.17462,POINT (-118.53906 34.17462),19339
2536009122,1/31/2019,Single Family,11150 N GLENOAKS BLVD 265-324,LOS ANGELES,CA,91331,7,Fay Servicing,Eric Moore,877-338-3791,Advantage Conveyance,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.41043,34.27282,POINT (-118.41043 34.27282),18907
2512020059,1/4/2019,Single Family,13221 W BOMBAY ST,LOS ANGELES,CA,91342,7,"CALIBER HOME LOANS, INC.",CHRISTINE CAYANAN,214-874-4174,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.4208,34.31386,POINT (-118.4208 34.31386),18912
2561031005,2/12/2019,Single Family,8545 W LA TUNA CANYON ROAD,LOS ANGELES,CA,91352,7,Bayview Loan Servicing,Miles Preservation LLC,951-808-3346,Miles Preservation LLC,Miles Preservation,27226   Via Industria   Temecula CA 92590,951-808-3346,-118.31965,34.23712,POINT (-118.31965000000001 34.23712),19335
2214022019,1/7/2019,Single Family,7733 N CHERRYSTONE AVE,LOS ANGELES,CA,91402,6,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.43478,34.21071,POINT (-118.43478 34.21071),19730
2336021038,1/3/2019,Single Family,11050 W DEBBY ST,LOS ANGELES,CA,91606,2,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.37203,34.18373,POINT (-118.37203 34.18373),8889
2119004007,1/1/2019,Single Family,18165 W HATTON ST,LOS ANGELES,CA,91335,12,Wells Fargo Bank co select portfolio servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.52978,34.21006,POINT (-118.52978 34.21006),18909
2601057022,2/12/2019,Single Family,17674 W MAHONY PL,LOS ANGELES,CA,91344,12,"CIT BANK, N.A.",Sarah Richardson,757-955-8014,First Allegiance,Registration Department,5716   Corsa AVE 110 Westlake Village CA 91362,888-727-6303,-118.52043,34.29387,POINT (-118.52043 34.29387),19329
2175024012,1/21/2019,Single Family,4901 N WINNETKA AVE,LOS ANGELES,CA,91364,3,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.56995,34.16004,POINT (-118.56995 34.16004),19346
2032019011,1/10/2019,Single Family,6146 N ROD AVE,LOS ANGELES,CA,91367,3,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,800-852-8306,-118.66263,34.18269,POINT (-118.66263 34.18269),19347
2024041014,1/30/2019,Single Family,7030 N SAUSALITO AVE,LOS ANGELES,CA,91307,12,Mr. Cooper,Paula Acosta,800-468-1743,Remedy Field Services,Brandon Cole,15615   Alton PKWY 450 Irvine CA 92618,800-468-1743,-118.61622,34.19852,POINT (-118.61621999999998 34.19852),4283
2012024007,1/7/2019,Single Family,22344 W BURTON ST,LOS ANGELES,CA,93063,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.61392,34.21849,POINT (-118.61392000000001 34.21849),4279
2607004019,1/30/2019,Single Family,17148 W BARNESTON ST,LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.50652,34.28496,POINT (-118.50651999999998 34.28496),19329
2506029015,2/13/2019,Single Family,12764 N NORRIS AVE,LOS ANGELES,CA,91342,7,Allied Mortgage & Services Inc.,Michael Smith,310-560-4915,NULL,NULL,,NULL,-118.45215,34.30222,POINT (-118.45215000000002 34.30222),18912
2128032012,1/2/2019,Single Family,19123  HAMLIN,RESEDA,CA,91335,3,"Trustee Corps, Bayview Loan Servicing",Madeline DeFranco,305-631-3760,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.54926,34.19017,POINT (-118.54926 34.19017),18909
2280001026,3/12/2019,Single Family,4218 N SEPULVEDA BLVD,LOS ANGELES,CA,91403,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.47122,34.14721,POINT (-118.47122 34.14721),19732
2105015004,1/7/2019,Single Family,8037 N TUNNEY AVE,LOS ANGELES,CA,91335,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.55706,34.21661,POINT (-118.55706 34.21661),18909
2146002151,1/9/2019,Single Family,22231  ERWIN ST,LOS ANGELES,CA,91367,3,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.61051,34.18459,POINT (-118.61051 34.18459),19347
2617010010,2/27/2019,Single Family,14417 W CLYMER ST,LOS ANGELES,CA,91345,7,PennyMac Loan Services,Property Preservation,866-695-4122,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.44706,34.2643,POINT (-118.44706 34.2643),19330
2237007012,2/14/2019,Single Family,14214 W ARCHWOOD ST,LOS ANGELES,CA,91405,2,"U.S. Bank N.A., c/o Select Portfolio Servicing",Select Servicing,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.4422,34.19283,POINT (-118.44220000000001 34.19283),19733
2381004009,1/9/2019,Single Family,11559 W DONA TERESA DR,LOS ANGELES,CA,91604,2,Fay Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.38556,34.1312,POINT (-118.38555999999998 34.1312),8492
2261025072,1/1/2019,Single Family,5115 N COLLETT AVE,LOS ANGELES,CA,91436,5,US BANK NA co SELECT PORTFOLIO SERVICING,SELECT SERVICING,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.48276,34.16251,POINT (-118.48276000000001 34.16251),19737
2405020019,1/4/2019,Single Family,7628 N SECURITY AVE,LOS ANGELES,CA,91504,2,First American Trustee Servicing Solutions - Logix,Logix Federal Credit Union,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.34625,34.20924,POINT (-118.34625 34.20924),20148
2409016009,1/10/2019,Single Family,10844 W LULL ST,LOS ANGELES,CA,91352,2,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.36747,34.20925,POINT (-118.36747000000001 34.20925),19335
2605006014,1/17/2019,Single Family,12278 N WOODLEY AVE,LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.49086,34.29292,POINT (-118.49086 34.29292),19329
2607007002,1/11/2019,Single Family,11532 N CURRY AVE,LOS ANGELES,CA,91344,12,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.50905,34.2804,POINT (-118.50905000000002 34.2804),19329
2338006034,2/19/2019,Single Family,6124 N HAZELHURST PL,LOS ANGELES,CA,91606,2,Mr. Cooper,Paula Acosta,800-468-1743,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,-118.38694,34.18187,POINT (-118.38694 34.18187000000001),8889
2608023016,1/25/2019,Single Family,17031 W PAULETTE PL,LOS ANGELES,CA,91344,12,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.5039,34.29809,POINT (-118.50390000000002 34.29809),19329
2172023044,1/1/2019,Single Family,4219 N ALHAMA DR,LOS ANGELES,CA,91364,3,"Deutsche Bank, c/o Select Portfolio Servicing",Select Servicing,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.59271,34.1471,POINT (-118.59271000000001 34.1471),19346
2168007034,1/1/2019,Single Family,5255 N MEDINA ROAD,LOS ANGELES,CA,91364,3,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.59871,34.16484,POINT (-118.59871 34.16484),19346
2180008023,1/15/2019,Single Family,4121 N VANALDEN AVE,LOS ANGELES,CA,91356,3,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Remedy Field Services Inc,Agnes Mella,15615   Alton PKWY  IRVINE CA 92618,888-540-4490,-118.5564,34.14456,POINT (-118.5564 34.14456),19339
2552046018,1/9/2019,Single Family,11046 N TAMBERLY LANE,LOS ANGELES,CA,91042,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.29273,34.26976,POINT (-118.29273 34.26976),3222
2116018120,2/7/2019,Single Family,19347 W SHERMAN WAY,LOS ANGELES,CA,91335,3,"Dovenmuehle Mortgage, Inc.",n/a n/a,888-397-5370,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.55496,34.20131,POINT (-118.55496 34.20131),18909
2321026010,1/10/2019,Multi-Family,6805 N VANTAGE AVE,NORTH HOLLYWOOD,CA,91605,2,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Remedy Field Services Inc,Agnes Mella,15615   Alton PKWY  IRVINE CA 92618,888-540-4490,-118.39777,34.1943,POINT (-118.39777 34.1943),8888
2113004008,1/4/2019,Single Family,20616 W COVELLO ST,LOS ANGELES,CA,91306,3,LAKEVIEW LOAN SERVICING,Cassie Justice,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.5825,34.2073,POINT (-118.5825 34.2073),4282
2534008012,2/25/2019,Single Family,13217 W FILMORE ST,LOS ANGELES,CA,91331,7,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.421,34.27237,POINT (-118.42099999999999 34.27237),18907
2170008026,1/1/2019,Single Family,22126 W DE LA OSA ST,LOS ANGELES,CA,91364,3,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.60882,34.15917,POINT (-118.60882 34.15917),19346
2206022018,1/17/2019,Single Family,7443 N GAYNOR AVE,VAN NUYS,CA,91406,6,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.48049,34.20606,POINT (-118.48049000000002 34.20606),19734
2542019010,1/21/2019,Single Family,9651 N SUNLAND PL,LOS ANGELES,CA,91040,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.35938,34.24676,POINT (-118.35938 34.24676),3221
2118006022,1/21/2019,Single Family,18715 W COVELLO ST,LOS ANGELES,CA,91335,3,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.54106,34.20757,POINT (-118.54106 34.20757),18909
2558016018,1/11/2019,Single Family,10335 N FERNGLEN AVE,LOS ANGELES,CA,91042,7,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,-118.29431,34.25691,POINT (-118.29431 34.25691),3222
2224004052,1/8/2019,Single Family,15930 W SHERMAN WAY,VAN NUYS,CA,91406,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.48036,34.20095,POINT (-118.48036 34.20095),19734
2231017018,3/4/2019,Single Family,6533 N PETIT AVE,LOS ANGELES,CA,91406,6,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,-118.49708,34.18963,POINT (-118.49707999999998 34.18963),19734
2101005008,2/6/2019,Single Family,17738 W LANARK ST,LOS ANGELES,CA,91335,12,Reverse Mortgage Solutions Inc.,Amy Sporn,832-616-5910,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.52013,34.21786,POINT (-118.52012999999998 34.21786),18909
2013015018,1/8/2019,Single Family,7643 N SAUSALITO AVE,LOS ANGELES,CA,93063,12,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.61585,34.20969,POINT (-118.61585000000001 34.20969),4279
2153024016,2/26/2019,Single Family,5934 N CORBIN AVE,LOS ANGELES,CA,91356,3,CHAMPION MORTGAGE COMPANY,Tristi Mechlaoui,855-683-3095,Movoto Inc,Jackie Valenzuela,19039  W Alameda AVE 1200 Burbank CA 91505,323-243-0244,-118.56196,34.17849,POINT (-118.56196 34.17849),19339
2605020038,2/21/2019,Single Family,11601 N COLLETT AVE,LOS ANGELES,CA,91344,12,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.4839,34.28105,POINT (-118.4839 34.28105),19329
2153028021,3/27/2019,Single Family,6126 N MELVIN AVE,LOS ANGELES,CA,91356,3,Mr. Cooper LLC,Paula Acosta,800-468-1743,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,-118.55981,34.18168,POINT (-118.55980999999998 34.18168),19339
2524020007,1/1/2019,Single Family,13362 W DEL SUR ST,LOS ANGELES,CA,91340,7,"Deutsche Bank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.42438,34.28143,POINT (-118.42438 34.28143),18910
2209025011,1/21/2019,Single Family,8032 N BURNET AVE,LOS ANGELES,CA,91402,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.46344,34.21691,POINT (-118.46344 34.21691),19730
2601038050,1/10/2019,Single Family,11553 N YARMOUTH AVE,LOS ANGELES,CA,91344,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.52123,34.28092,POINT (-118.52123000000002 34.28092),19329
2254015010,1/11/2019,Single Family,17515 W BURBANK BLVD,LOS ANGELES,CA,91316,5,Suntrust,Sarah Berglund,800-336-1197,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,-118.51479,34.17242,POINT (-118.51479000000002 34.17242),4286
2116017058,1/21/2019,Single Family,7300 N BONNIE PL,LOS ANGELES,CA,91335,3,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.55516,34.20307,POINT (-118.55516 34.20307),18909
2103025020,1/21/2019,Single Family,18635 W KESWICK ST,LOS ANGELES,CA,91335,3,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Remedy Field Services Inc,Agnes Mella,15615   Alton PKWY  IRVINE CA 92618,888-540-4490,-118.53958,34.21034,POINT (-118.53958 34.21034),18909
2315018038,1/21/2019,Single Family,11050 W COHASSET ST,LOS ANGELES,CA,91352,2,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.37203,34.20647,POINT (-118.37203 34.20647),19335
2206034025,3/4/2019,Single Family,16010 W WYANDOTTE ST,VAN NUYS,CA,91406,6,NATIONSTAR MORTGAGE,CODE COMPLIANCE,888-480-2432,Remedy Field Services,Brandon Cole,15615   Alton PKWY 450 Irvine CA 92618,800-468-1743,-118.48176,34.20288,POINT (-118.48176 34.20288),19734
