APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Property on Map,Zip Codes
4007025006,1/1/2018,Single Family,6322 S 2ND AVE,LOS ANGELES,CA,90043,8,"U.S. Bank, N.A., C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire WAY  Los Angeles CA 90010,213-383-2097,"6322 S 2ND AVE
LOS ANGELES, CA 90043
(33.981905, -118.31967)",23674
5113034008,2/9/2018,Multi-Family,4204 1/2 S WALL ST,LOS ANGELES,CA,90011,9,Caliber Home Loans,Orit Gadish,323-606-1919,Los Angeles REO Brokers,Orit Gadish,269  S Beverly DR 453 Beverly Hills CA 90212,323-606-1919,"4204 1/2 S WALL ST
LOS ANGELES, CA 90011
(34.007296, -118.271638)",22727
6039003045,5/16/2018,Single Family,427 W 91ST PL,LOS ANGELES,CA,90003,8,RoundPoint Mortgage Servicing Corporation,Byron Gladden,704-426-8869,Alliance Field Inspection Services attn Assero Services,Richere Laporte,7786   Holland Park ST  Chino CA 91708,866-832-1711,"427 W 91ST PL
LOS ANGELES, CA 90003
(33.953529, -118.281264)",22352
2366029006,9/19/2018,Single Family,4160 N ELMER AVE,LOS ANGELES,CA,91602,2,PNC MORTGAGE PRESALE,THOMAS DAY,937-910-1200,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"4160 N ELMER AVE
LOS ANGELES, CA 91602
(34.14411, -118.3768)",8489
4103009066,9/17/2018,Single Family,7120 S LA TIJERA BLVD,LOS ANGELES,CA,90045,11,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"7120 S LA TIJERA BLVD
LOS ANGELES, CA 90045
(33.973945, -118.375594)",23676
2122007027,1/22/2018,Single Family,6901 N ENFIELD AVE,LOS ANGELES,CA,91335,3,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"6901 N ENFIELD AVE
LOS ANGELES, CA 91335
(34.195742, -118.523414)",18909
5523030003,1/4/2018,Multi-Family,580 N WINDSOR BLVD,LOS ANGELES,CA,90004,4,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"580 N WINDSOR BLVD
LOS ANGELES, CA 90004
(34.081282, -118.319632)",22721
6054004023,1/8/2018,Single Family,811 W 98TH ST,LOS ANGELES,CA,90044,8,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"811 W 98TH ST
LOS ANGELES, CA 90044
(33.947179, -118.289971)",23675
2149011008,8/21/2018,Single Family,20441 W AETNA ST,LOS ANGELES,CA,91367,3,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"20441 W AETNA ST
LOS ANGELES, CA 91367
(34.178852, -118.578938)",19347
5580009013,3/1/2018,Single Family,2408 N DETOUR DR,LOS ANGELES,CA,90068,4,Reverse Mortgage Solutions Inc.,Amy Sporn,832-616-5910,BRON Inc.,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,877-338-3791,"2408 N DETOUR DR
LOS ANGELES, CA 90068
(34.113499, -118.319965)",24033
2107011026,1/19/2018,Multi-Family,20137 W ARMINTA ST,WINNETKA,CA,91306,3,Fannie Mae,Marsha Peters,972-656-8004,Pinnacle Estate Properties,Raquel Magro,18569   Devonshire ST  Northridge CA 91324,818-968-4585,"20137 W ARMINTA ST
WINNETKA, CA 91306
(34.213163, -118.572333)",4282
7442030111,1/16/2018,Single Family,2285 N STONEWOOD CT,LOS ANGELES,CA,90732,15,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"2285 N STONEWOOD CT
LOS ANGELES, CA 90732
(33.764035, -118.308094)",3343
5520015016,1/9/2018,Multi-Family,401 N KENMORE AVE,LOS ANGELES,CA,90004,13,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"401 N KENMORE AVE
LOS ANGELES, CA 90004
(34.077877, -118.296977)",22721
4286008004,1/29/2018,Single Family,708 S HAMPTON DR,LOS ANGELES,CA,90291,11,"O.K.,LLC",Oleg Khersonsky,818-322-0587,"O.K.,LLC",Oleg Khersonsky,17337   VENTURA BLVD 318 ENCINO CA 91316,818-322-0587,"708 S HAMPTON DR
LOS ANGELES, CA 90291
(33.99402, -118.474521)",25073
6006009019,1/3/2018,Multi-Family,6116 S WALL ST,LOS ANGELES,CA,90003,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,"6116 S WALL ST
LOS ANGELES, CA 90003
(33.983729, -118.271775)",22352
2314013026,1/22/2018,Single Family,7918 N ELOISE AVE,LOS ANGELES,CA,91352,6,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,"7918 N ELOISE AVE
LOS ANGELES, CA 91352
(34.214247, -118.377195)",19335
6074018017,9/14/2018,Single Family,229 W 111TH ST,LOS ANGELES,CA,90061,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"229 W 111TH ST
LOS ANGELES, CA 90061
(33.934773, -118.277298)",24355
5071022033,1/26/2018,Multi-Family,4626 W ST ELMO DR,LOS ANGELES,CA,90019,10,"Trinity Financial Services, LLC",Don Madden III,855-818-6806,"Altisource Solutions, Inc",Altisource Solutions,"1000   Abernathy RD, Northpark Town, Center, Building 400   Atlanta GA 30328",866-952-6514,"4626 W ST ELMO DR
LOS ANGELES, CA 90019
(34.042424, -118.339265)",23080
7442010006,8/14/2018,Single Family,1912 N ROSEGLEN AVE,LOS ANGELES,CA,90731,15,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"1912 N ROSEGLEN AVE
LOS ANGELES, CA 90731
(33.762928, -118.300306)",3342
5066019014,1/10/2018,Single Family,1754 S FAIRFAX AVE,LOS ANGELES,CA,90019,10,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"1754 S FAIRFAX AVE
LOS ANGELES, CA 90019
(34.044113, -118.368735)",23080
6004019002,1/5/2018,Single Family,6414 S HOOVER ST,LOS ANGELES,CA,90044,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"6414 S HOOVER ST
LOS ANGELES, CA 90044
(33.980877, -118.287059)",23675
2166006002,1/10/2018,Single Family,5315 N WINNETKA AVE,LOS ANGELES,CA,91364,3,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"5315 N WINNETKA AVE
LOS ANGELES, CA 91364
(34.166577, -118.570819)",19346
2216007013,9/13/2018,Single Family,7014 N COLBATH AVE,LOS ANGELES,CA,91405,2,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"7014 N COLBATH AVE
LOS ANGELES, CA 91405
(34.198098, -118.436712)",19733
2027006014,1/12/2018,Single Family,7361 N WOODVALE CT,LOS ANGELES,CA,91307,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"7361 N WOODVALE CT
LOS ANGELES, CA 91307
(34.201458, -118.633719)",4283
7416021028,1/5/2018,Multi-Family,829 N BAY VIEW AVE,WILMINGTON,CA,90744,15,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"829 N BAY VIEW AVE
WILMINGTON, CA 90744
(33.780209, -118.269956)",3350
6006026009,1/26/2018,Single Family,424 E 60TH ST,LOS ANGELES,CA,90003,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"424 E 60TH ST
LOS ANGELES, CA 90003
(33.985181, -118.266601)",22352
2123015011,6/28/2018,Single Family,18025 W VICTORY BLVD,LOS ANGELES,CA,91335,3,RoundPoint Mortgage Servicing Corporation,Elizabeth Harting,704-426-8874,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"18025 W VICTORY BLVD
LOS ANGELES, CA 91335
(34.186615, -118.526398)",18909
6040029031,3/20/2018,Single Family,206 W 89TH ST,LOS ANGELES,CA,90003,8,Cenlar FSB,ATHENA SANTOS,720-945-5431,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"206 W 89TH ST
LOS ANGELES, CA 90003
(33.955539, -118.276255)",22352
5006014001,1/24/2018,Single Family,5468 S 10TH AVE,LOS ANGELES,CA,90043,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"5468 S 10TH AVE
LOS ANGELES, CA 90043
(33.991072, -118.328175)",23674
4118017091,5/29/2018,Single Family,8120 W MANITOBA ST,LOS ANGELES,CA,90293,11,California Credit Union,Marlene Gonzalez,818-291-5503,First American Trustee Servicing Solutions,First American Trustee Servicing Solutions,1   First American WAY  Santa Ana CA 91203,817-699-4131,"8120 W MANITOBA ST
LOS ANGELES, CA 90293
(33.955976, -118.43613)",25075
2122020020,1/15/2018,Single Family,6618 N ZELZAH AVE,LOS ANGELES,CA,91335,3,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,"Cyprexx Services, LLC",Code Compliance,41951   Remington AVE 150 Temecula CA 92590,877-339-8202,"6618 N ZELZAH AVE
LOS ANGELES, CA 91335
(34.190909, -118.522478)",18909
5163001116,8/6/2018,Single Family,500 E 1ST ST,LOS ANGELES,CA,90012,14,Equity Wave Lending,Blanca Garibay,949-252-0025,NULL,NULL,,NULL,"500 E 1ST ST
LOS ANGELES, CA 90012
(34.048842, -118.237414)",22728
4228001010,1/5/2018,Multi-Family,1720 S ABBOT KINNEY BLVD,VENICE,CA,90291,11,"BAYVIEW LOAN SERVICING, LLC",MICHAEL LOPATA,954-590-7161,MILES PRESERVATION LLC,MR. MILES,27226   Via Industria   Temecula CA 92590,951-808-3346,"1720 S ABBOT KINNEY BLVD
VENICE, CA 90291
(33.98858, -118.461734)",25073
5185018030,1/10/2018,Multi-Family,2812 E LANFRANCO ST,LOS ANGELES,CA,90033,14,Trinity c/o Ocwen Loan Servicing LLC,Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,"2812 E LANFRANCO ST
LOS ANGELES, CA 90033
(34.035782, -118.207012)",23450
5183025003,1/4/2018,Multi-Family,650 3/4 S CHICAGO ST,LOS ANGELES,CA,90023,14,Celink,Cory Daggett,866-654-0020,GALLARDO EXCAVATION/ FIVE BROTHERS,FERNANDO GALLARDO,15465   KENNEDY   FONTANA CA 92336,909-822-1706,"650 3/4 S CHICAGO ST
LOS ANGELES, CA 90023
(34.037241, -118.217028)",23441
5304001023,3/29/2018,Single Family,4387 N LATONA AVE,LOS ANGELES,CA,90031,1,Cenlar FSB,ATHENA SANTOS,720-945-5431,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"4387 N LATONA AVE
LOS ANGELES, CA 90031
(34.091554, -118.199393)",23448
2715009025,5/1/2018,Single Family,18200 W LOS ALIMOS ST,LOS ANGELES,CA,91326,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"18200 W LOS ALIMOS ST
LOS ANGELES, CA 91326
(34.265479, -118.529768)",18905
6017004030,1/11/2018,Multi-Family,7219 S CIMARRON ST,LOS ANGELES,CA,90047,8,Nationstar Mortgage,Code Violations,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"7219 S CIMARRON ST
LOS ANGELES, CA 90047
(33.973959, -118.315553)",23678
5486019020,1/23/2018,Single Family,6229 E ROY ST,LOS ANGELES,CA,90042,14,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"6229 E ROY ST
LOS ANGELES, CA 90042
(34.123435, -118.182061)",23673
6057014012,1/16/2018,Single Family,9420 S VAN NESS AVE,LOS ANGELES,CA,90047,8,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"9420 S VAN NESS AVE
LOS ANGELES, CA 90047
(33.950525, -118.31773)",23678
2420016030,6/27/2018,Single Family,4818 N SANCOLA AVE,LOS ANGELES,CA,91601,4,BGK RE FUND LLC,Ben Keisari,818-445-9921,EZ Maintenance,Leo Aceves,2551   Hyler ST  Los Angeles CA 90041,626-672-5573,"4818 N SANCOLA AVE
LOS ANGELES, CA 91601
(34.158282, -118.353953)",8488
2076009031,1/26/2018,Single Family,4701 N EXCELENTE DR,LOS ANGELES,CA,91364,3,CITY NATIONAL FINANCIAL,JIMMY DAYWOOD,310-871-2118,CITY NATIONAL FINANCIAL,JIMMY DAYWOOD,1201  N PACIFIC AVE  GLENDALE CA 91202,310-871-2118,"4701 N EXCELENTE DR
LOS ANGELES, CA 91364
(34.153479, -118.616825)",19346
5015035024,1/5/2018,Single Family,4505 S ARLINGTON AVE,LOS ANGELES,CA,90043,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,"4505 S ARLINGTON AVE
LOS ANGELES, CA 90043
(34.002521, -118.318126)",23674
2414029005,1/5/2018,Single Family,6547 N SATSUMA AVE,LOS ANGELES,CA,91606,2,PNC MORTGAGE PRESALE,THOMAS DAY,937-910-1200,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"6547 N SATSUMA AVE
LOS ANGELES, CA 91606
(34.189902, -118.367056)",8889
2653005165,1/23/2018,Single Family,8743 N WILLIS AVE,LOS ANGELES,CA,91402,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"8743 N WILLIS AVE
LOS ANGELES, CA 91402
(34.229027, -118.455293)",19730
7448026006,1/9/2018,Single Family,554 W BONITA ST,SAN PEDRO,CA,90731,15,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"554 W BONITA ST
SAN PEDRO, CA 90731
(33.747822, -118.289179)",3342
6037026049,1/24/2018,Single Family,8921 S HOBART BLVD,LOS ANGELES,CA,90047,8,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"8921 S HOBART BLVD
LOS ANGELES, CA 90047
(33.955645, -118.307892)",23678
6004034005,1/12/2018,Multi-Family,5837 S DENVER AVE,LOS ANGELES,CA,90044,9,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"5837 S DENVER AVE
LOS ANGELES, CA 90044
(33.988503, -118.283799)",23675
2565019014,1/12/2018,Single Family,6940 W BECKETT ST,LOS ANGELES,CA,91042,7,"Trojan Capital Investments, LLC",Don Madden III,877-684-9517,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"6940 W BECKETT ST
LOS ANGELES, CA 91042
(34.252842, -118.282144)",3222
5427013027,1/11/2018,Multi-Family,976 N HYPERION AVE,LOS ANGELES,CA,90029,13,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"976 N HYPERION AVE
LOS ANGELES, CA 90029
(34.089538, -118.280981)",23447
2041021013,5/4/2018,Single Family,23055 W CALIFA ST,LOS ANGELES,CA,91367,3,"Trustee Corps, Bayview Loan Servicing",Madeline DeFranco,305-631-3760,"Safegaurd c/o Trustee Corp, PHH",Code Compliance,17100   Gillette AVE  Irvine CA 92614,800-852-8306,"23055 W CALIFA ST
LOS ANGELES, CA 91367
(34.177352, -118.629429)",19347
5028006052,8/8/2018,Single Family,4431 W DON RICARDO DR 1-24,LOS ANGELES,CA,90008,8,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"4431 W DON RICARDO DR 1-24
LOS ANGELES, CA 90008
(34.010107, -118.350317)",22725
2701044004,1/5/2018,Single Family,20331 W VIA GALILEO,LOS ANGELES,CA,91326,12,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,"20331 W VIA GALILEO
LOS ANGELES, CA 91326
(34.295455, -118.576601)",18905
2761029004,8/13/2018,Single Family,9526 N OAKDALE AVE,LOS ANGELES,CA,91311,12,"Trustee Corps, Bayview Loan Servicing",Madeline DeFranco,305-631-3760,BRON Inc.,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,877-338-3791,"9526 N OAKDALE AVE
LOS ANGELES, CA 91311
(34.243545, -118.566889)",4284
5716024005,1/12/2018,Single Family,851 N SAN PASCUAL AVE,LOS ANGELES,CA,90042,14,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"851 N SAN PASCUAL AVE
LOS ANGELES, CA 90042
(34.119374, -118.170917)",23673
6001007037,1/4/2018,Single Family,5944 S WILTON PL,LOS ANGELES,CA,90047,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"5944 S WILTON PL
LOS ANGELES, CA 90047
(33.986054, -118.314847)",23678
2336016017,3/5/2018,Single Family,6317 N ELMER AVE,LOS ANGELES,CA,91606,2,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"6317 N ELMER AVE
LOS ANGELES, CA 91606
(34.185081, -118.37686)",8889
2022008002,1/18/2018,Single Family,22738 W SATICOY ST,LOS ANGELES,CA,91307,12,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"22738 W SATICOY ST
LOS ANGELES, CA 91307
(34.208259, -118.622609)",4279
5569013043,1/22/2018,Single Family,2144 N HERCULES DR,LOS ANGELES,CA,90046,4,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"2144 N HERCULES DR
LOS ANGELES, CA 90046
(34.108883, -118.36399)",23677
2125023006,1/3/2018,Single Family,18159 W KITTRIDGE ST,LOS ANGELES,CA,91335,3,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,"18159 W KITTRIDGE ST
LOS ANGELES, CA 91335
(34.190233, -118.529372)",18909
4295012131,1/12/2018,Single Family,300 W TAHITI WAY,LOS ANGELES,CA,90292,11,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"300 W TAHITI WAY
LOS ANGELES, CA 90292
(33.973425, -118.458211)",25074
5175027012,1/25/2018,Single Family,702 N CUMMINGS ST,LOS ANGELES,CA,90033,14,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"702 N CUMMINGS ST
LOS ANGELES, CA 90033
(34.051643, -118.210602)",23450
2625027016,1/9/2018,Single Family,9161 N ROSLYNDALE AVE,LOS ANGELES,CA,91331,6,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"9161 N ROSLYNDALE AVE
LOS ANGELES, CA 91331
(34.236723, -118.430602)",18907
2785013039,3/22/2018,Single Family,8424 N WILBUR AVE,LOS ANGELES,CA,91324,12,Shellpoint Mortgage,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"8424 N WILBUR AVE
LOS ANGELES, CA 91324
(34.223586, -118.544798)",18513
6061015017,1/2/2018,Single Family,604 W 103RD ST,LOS ANGELES,CA,90044,8,The Money Source Inc.,Default Money Source,877-272-2149,SO CAL INSPECTORS INC.,SUZANNE PHILLIPS,9525   STEWART AND GARY RD  DOWNEY CA 90241,760-591-9244,"604 W 103RD ST
LOS ANGELES, CA 90044
(33.943064, -118.285099)",23675
5026019001,4/6/2018,Single Family,4542 W DON FELIPE DR,LOS ANGELES,CA,90008,8,Selene Finance LP - Eric Moore,Eric Moore,877-338-3791,M&M Mortgage Co,Deborah Prado,12901  SW 132 AVE  Miami FL 33186,800-336-4890,"4542 W DON FELIPE DR
LOS ANGELES, CA 90008
(34.006792, -118.355133)",22725
2384024016,1/10/2018,Single Family,3250 N COLDWATER CANYON AVE,LOS ANGELES,CA,91604,2,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"3250 N COLDWATER CANYON AVE
LOS ANGELES, CA 91604
(34.133193, -118.409736)",8492
5136020006,9/14/2018,Multi-Family,1841 1/2 W 11TH PL,LOS ANGELES,CA,90006,1,Residential Credit Opportunity V,Sebastian Stofenmacher,818-464-5113,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"1841 1/2 W 11TH PL
LOS ANGELES, CA 90006
(34.048561, -118.279061)",22723
2184054008,5/9/2018,Single Family,4025 N ROCK HAMPTON DR,LOS ANGELES,CA,91356,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"4025 N ROCK HAMPTON DR
LOS ANGELES, CA 91356
(34.144435, -118.53674)",19339
4003015015,1/22/2018,Single Family,4159 W 62ND ST,LOS ANGELES,CA,90043,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"4159 W 62ND ST
LOS ANGELES, CA 90043
(33.98352, -118.347991)",23674
2168017083,1/12/2018,Single Family,5265 N ELVIRA ROAD,LOS ANGELES,CA,91364,3,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"5265 N ELVIRA ROAD
LOS ANGELES, CA 91364
(34.16474, -118.602536)",19346
2629016004,1/5/2018,Single Family,9100 N O'MELVENY AVE,LOS ANGELES,CA,91352,6,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"9100 N O'MELVENY AVE
LOS ANGELES, CA 91352
(34.234589, -118.402143)",19335
2415012004,7/27/2018,Single Family,5944 N CLEON AVE,LOS ANGELES,CA,91601,2,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"5944 N CLEON AVE
LOS ANGELES, CA 91601
(34.178859, -118.368107)",8889
5579018016,1/18/2018,Single Family,3239 N PRIMERA AVE,LOS ANGELES,CA,90068,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS c/o Advantage Conveyance,Ken Scheller,1906   Irvine AVE  Newport Beach CA 92660,972-996-5000,"3239 N PRIMERA AVE
LOS ANGELES, CA 90068
(34.129442, -118.345464)",24033
5108019002,1/2/2018,Multi-Family,4907 1/2 S WADSWORTH AVE,LOS ANGELES,CA,90011,9,Selene Finance LP,Grace Wesson,877-338-3791,M&M Mortgage Co,Deborah Prado,12901  SW 132 AVE  Miami FL 33186,800-336-4890,"4907 1/2 S WADSWORTH AVE
LOS ANGELES, CA 90011
(33.999026, -118.258651)",22727
5486003008,1/11/2018,Single Family,6026 E BURWOOD AVE,LOS ANGELES,CA,90042,14,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"6026 E BURWOOD AVE
LOS ANGELES, CA 90042
(34.126923, -118.187917)",23673
2560033004,1/5/2018,Single Family,8415 W CORA ST,LOS ANGELES,CA,91040,7,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,"8415 W CORA ST
LOS ANGELES, CA 91040
(34.25327, -118.316572)",3221
2115011005,2/21/2018,Single Family,7266 N OAKDALE AVE,LOS ANGELES,CA,91306,3,CALIBER HOME LOANS,CHRISTINE CAYANAN,214-874-4174,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244,"7266 N OAKDALE AVE
LOS ANGELES, CA 91306
(34.203018, -118.567071)",4282
2332010020,1/9/2018,Single Family,6331 N TEESDALE AVE,LOS ANGELES,CA,91606,2,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"6331 N TEESDALE AVE
LOS ANGELES, CA 91606
(34.185764, -118.408398)",8889
