APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,,,,,,,
2779002077,10/29/2018,Single Family,21039 W GRESHAM ST,LOS ANGELES,CA,91304,3,"Milestone Financial, LLC",,,,,,,
2078001022,1/9/2018,Single Family,23021 W BRETTON PL,LOS ANGELES,CA,91364,3,Shellpoint Mortgage Servicing,,,,,,,
6015018019,11/26/2018,Single Family,1525 W 68TH ST,LOS ANGELES,CA,90047,8,"Statebridge Company, LLC",,,,,,,
2310022022,1/1/2018,Single Family,11853 W BLYTHE ST,LOS ANGELES,CA,91605,6,U.S. Bank NA C/O Select Portfolio Servicing,,,,,,,
5493003022,1/4/2018,Multi-Family,6363 N FIGUEROA ST,LOS ANGELES,CA,90042,14,Bank of America,,,,,,,
7445003094,1/2/2018,Single Family,1150 W CAPITOL DR,SAN PEDRO,CA,90732,15,M&T Bank,,,,,,,
7346002027,12/18/2018,Single Family,1541 W 218TH ST,LOS ANGELES,CA,90501,15,Mr. Cooper,,,,,,,
2707033055,10/17/2018,Single Family,11040 N SUNNY BRAE AVE,LOS ANGELES,CA,91311,12,JP Morgan Chase NA,,,,,,,
5503024129,1/1/2018,Single Family,525 S ARDMORE AVE,LOS ANGELES,CA,90020,10,"U.S. Bank, N.A., C/O Select Portfolio Servicing",,,,,,,
4229019130,12/19/2018,Single Family,13700 W MARINA POINTE DR,LOS ANGELES,CA,90292,11,Mr. Cooper,,,,,,,
5565019035,6/19/2018,Single Family,8001 1/2 W JOVENITA CANYON ROAD,,CA,,4,Los Angeles JCD LLC,,,,,,,
2415015034,1/1/2018,Single Family,5805 N WHITNALL HWY,LOS ANGELES,CA,91601,2,"U.S. Bank N.A., c/o Select Portfolio Servicing",,,,,,,
2146026027,12/18/2018,Single Family,21730  MARYLEE,WOODLAND HILLS,CA,91367,3,Mr. Cooper,,,,,,,
5015016020,1/1/2018,Multi-Family,4421 S WILTON PL,LOS ANGELES,CA,90062,8,US Bank c/o Select Portfolio Servicing,,,,,,,
5062001028,9/18/2018,Single Family,1916 S WEST VIEW ST,LOS ANGELES,CA,90016,10,Deutsche Bank N.T.C. c/o Select Portfolio Servicing,,,,,,,
2214005019,1/1/2018,Single Family,7967 N CLEARFIELD AVE,LOS ANGELES,CA,91402,6,ABS REO TRUST II C/O Select Portfolio Servicing,,,,,,,
7460031012,1/2/2018,Single Family,1123 W 23RD ST A-B,SAN PEDRO,CA,90731,15,"US BANK NA, c/o Select Portfolio Servicing",,,,,,,
2010006025,12/20/2018,Single Family,22046 W BAHAMA ST,,CA,,12,Fay Servicing,,,,,,,
7413008027,12/19/2018,Single Family,1121 W 252ND ST,LOS ANGELES,CA,90710,15,Mr. Cooper,,,,,,,
5483019005,6/21/2018,Single Family,6226 E BURWOOD AVE,LOS ANGELES,CA,90042,14,BANK OF AMERICA,,,,,,,
6072008013,11/8/2018,Single Family,11514 S STANFORD AVE,LOS ANGELES,CA,90059,15,LAKEVIEW LOAN SERVICING,,,,,,,
5060011022,11/19/2018,Multi-Family,4006 W 22ND PL,LOS ANGELES,CA,90018,10,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
5683025023,10/6/2018,Single Family,2486 W LOY LANE,LOS ANGELES,CA,90041,14,Shellpoint Mortgage Servicing,,,,,,,
5208002006,11/7/2018,Single Family,2528 N JOHNSTON ST,LOS ANGELES,CA,90031,1,Mr. Cooper,,,,,,,
2233004009,1/1/2018,Single Family,6455 N HASKELL AVE,VAN NUYS,CA,91406,6,"U.S. Bank, N.A., C/O Select Portfolio Servicing",,,,,,,
2074006028,1/1/2018,Single Family,4835 N BRUGES AVE,LOS ANGELES,CA,91364,3,US Bank NA C/O Select Portfolio Servicing,,,,,,,
5029039008,12/20/2018,Single Family,4047 S CLOVERDALE AVE,LOS ANGELES,CA,90008,10,Fay Servicing LLC - Eric Moore,,,,,,,
6032033022,11/28/2018,Multi-Family,435 W 84TH ST,LOS ANGELES,CA,90003,8,Shellpoint Mortgage Servicing,,,,,,,
2118010014,2/16/2018,Single Family,7509 N AMIGO AVE,LOS ANGELES,CA,91335,3,"SETERUS, INC",,,,,,,
2184031004,11/16/2018,Single Family,4319 N GRIMES PL,LOS ANGELES,CA,91316,5,LONE OAK FUND,,,,,,,
2224026011,10/1/2018,Single Family,15950 1/2 W HART ST,VAN NUYS,CA,91406,6,JP Morgan Chase NA,,,,,,,
2668011013,1/31/2018,Single Family,10551 N DEMPSEY AVE,LOS ANGELES,CA,91344,12,Nationstar Mortgage LLC,,,,,,,
2261036035,12/19/2018,Single Family,15473 W LA MAIDA ST,,CA,,5,Mr. Cooper,,,,,,,
2787008004,10/12/2018,Single Family,8338 N ZELZAH AVE,LOS ANGELES,CA,91325,12,Celink,,,,,,,
2628006017,12/20/2018,Single Family,13088 W OTTOMAN ST,LOS ANGELES,CA,91331,6,Fay Servicing,,,,,,,
2254015010,10/23/2018,Single Family,17515 W BURBANK BLVD,LOS ANGELES,CA,91316,5,Suntrust,,,,,,,
2616025026,1/8/2018,Single Family,13863 W EUSTACE ST,LOS ANGELES,CA,91331,7,Shellpoint Mortgage Servicing,,,,,,,
2317002008,12/13/2018,Single Family,7617 N BEN AVE,LOS ANGELES,CA,91605,6,Mr. Cooper,,,,,,,
5469019016,1/1/2018,Single Family,330 N AVENUE 53,LOS ANGELES,CA,90042,1,"US BANK NA, c/o Select Portfolio Servicing",,,,,,,
5073030067,12/20/2018,Single Family,2129 W 21ST ST,LOS ANGELES,CA,90018,10,Fay Servicing LLC - Eric Moore,,,,,,,
2174027012,9/24/2018,Single Family,4371 N WINNETKA AVE,LOS ANGELES,CA,91364,3,"U.S. Bank N.A., c/o Select Portfolio Servicing",,,,,,,
2348008053,12/12/2018,Multi-Family,5235 1/2 N BEN AVE,NORTH HOLLYWOOD,CA,91607,2,Mr. Cooper,,,,,,,
2224030005,1/1/2018,Single Family,15735 W MARLIN PL,VAN NUYS,CA,91406,6,"Deutsche Bank, c/o Select Portfolio Servicing",,,,,,,
5206006009,1/12/2018,Multi-Family,2670 N WORKMAN ST,LOS ANGELES,CA,90031,1,"SETERUS, INC",,,,,,,
2284009004,1/25/2018,Single Family,4611 N HAYVENHURST AVE,LOS ANGELES,CA,91436,5,"Ocwen Loan Servicing, LLC",,,,,,,
2559021063,1/31/2018,Single Family,10134 W CORA ST,,CA,,7,bayview,,,,,,,
2005008009,5/16/2018,Single Family,8401 N DENISE LANE,,CA,,12,Nationstar Mortgage LLC,,,,,,,
2420014009,1/1/2018,Single Family,4825 N SANCOLA AVE,LOS ANGELES,CA,91601,4,Wells Fargo Bank NA C/O Select Portfolio Servicing,,,,,,,
2229005021,1/4/2018,Single Family,17432 W HART ST,LOS ANGELES,CA,91406,6,"Ocwen Loan Servicing, LLC",,,,,,,
6031008018,7/11/2018,Multi-Family,203 W 75TH ST,LOS ANGELES,CA,90003,9,"U.S. Bank N.A., c/o Select Portfolio Servicing",,,,,,,
2258003010,10/1/2018,Single Family,5415 N AMESTOY AVE,LOS ANGELES,CA,91316,5,BANK OF AMERICA,,,,,,,
2220004092,11/29/2018,Single Family,15048 W SHERMAN WAY,LOS ANGELES,CA,91405,6,Mr. Cooper,,,,,,,
2317011010,11/26/2018,Single Family,11910 W COVELLO ST,LOS ANGELES,CA,91605,2,"Trustee Corps, Bayview Loan Servicing",,,,,,,
5005020008,10/9/2018,Single Family,5231 S RUTHELEN ST,LOS ANGELES,CA,90062,8,bayview,,,,,,,
4431005004,1/1/2018,Single Family,17171 W AVENIDA DE SANTA YNEZ,LOS ANGELES,CA,90272,11,"U.S. Bank N.A., c/o Select Portfolio Servicing",,,,,,,
4008003015,5/4/2018,Multi-Family,6628  3RD AVE,LOS ANGELES,CA,90043,8,"Trustee Corps, PennyMac Loac Services, LLC",,,,,,,
2184037007,12/10/2018,Single Family,4250 N ALONZO AVE,LOS ANGELES,CA,91316,5,First American Trustee Servicing Solutions,,,,,,,
2505028019,1/3/2018,Single Family,14750 W TYLER ST,LOS ANGELES,CA,91342,7,"Ocwen Loan Servicing, LLC",,,,,,,
4305019017,12/7/2018,Single Family,8829 W KEY ST,LOS ANGELES,CA,90035,5,JP Morgan Chase NA,,,,,,,
2403007042,1/1/2018,Single Family,10153 W OLIVIA TER,LOS ANGELES,CA,91352,2,Bank of New York Mellon c/o Select Portfolio Servicing,,,,,,,
5544016038,1/1/2018,Multi-Family,1522 N HARVARD BLVD 1-3,LOS ANGELES,CA,90027,13,Wilmington Trust NA C/O Select Portfolio Servicing,,,,,,,
2356030008,10/2/2018,Single Family,12318 W LA MAIDA ST,LOS ANGELES,CA,91607,2,Fay Servicing LLC - Eric Moore,,,,,,,
4262021091,1/3/2018,Single Family,1810 S BARRINGTON AVE 1-8,LOS ANGELES,CA,90025,11,Carrington Mortgage Services,,,,,,,
5109005029,12/31/2018,Multi-Family,5106 S WOODLAWN AVE,LOS ANGELES,CA,90011,9,bayview,,,,,,,
5058022020,10/31/2018,Multi-Family,1855 W 24TH ST,LOS ANGELES,CA,90018,8,bayview,,,,,,,
6117025017,11/6/2018,Single Family,727 W 131ST ST,LOS ANGELES,CA,90247,15,US Bank National Association,,,,,,,
5458014011,11/21/2018,Multi-Family,3161 N DREW ST,LOS ANGELES,CA,90065,13,"Cardenas Three, LLC",,,,,,,
5427020008,10/17/2018,Multi-Family,821 N KODAK DR,LOS ANGELES,CA,90026,13,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
5113009009,1/1/2018,Single Family,277 E 43RD ST,LOS ANGELES,CA,90011,9,"U.S. Bank N.A., c/o Select Portfolio Servicing",,,,,,,
5054002034,11/12/2018,Multi-Family,2315 S RAYMOND AVE,LOS ANGELES,CA,90007,8,"Bayview Loan Servicing, LLC",,,,,,,
6070003015,10/16/2018,Multi-Family,1514 1/2 E 108TH ST,LOS ANGELES,CA,90059,15,BANK OF AMERICA,,,,,,,
6014015006,11/29/2018,Single Family,1238 W 66TH ST,LOS ANGELES,CA,90044,8,RUSHMORE LOAN MANAGEMENT SERVICES,,,,,,,
2679020026,5/25/2018,Single Family,16318 W CLYMER ST,LOS ANGELES,CA,91344,12,Shellpoint Mortgage,,,,,,,
2305023016,12/17/2018,Single Family,12614 W KESWICK ST,LOS ANGELES,CA,91605,2,Carrington Mortgage Services,,,,,,,
4115008039,10/4/2018,Single Family,8114 S BILLOWVISTA DR,LOS ANGELES,CA,90293,11,bayview,,,,,,,
5056016021,12/12/2018,Multi-Family,1759 S NEW ENGLAND ST,LOS ANGELES,CA,90006,1,Mr. Cooper,,,,,,,
2348008053,1/3/2018,Multi-Family,5235 1/2 N BEN AVE,NORTH HOLLYWOOD,CA,91607,2,Nationstar Mortgage LLC,,,,,,,
5517014006,11/29/2018,Single Family,245 S HARVARD BLVD,LOS ANGELES,CA,90004,10,Mr. Cooper,,,,,,,
2304010002,12/18/2018,Single Family,13051 W WILLARD ST,LOS ANGELES,CA,91605,2,Mr. Cooper,,,,,,,
2129013008,11/28/2018,Single Family,6853 N BECKFORD AVE,LOS ANGELES,CA,91335,3,Mr. Cooper,,,,,,,
4295010097,11/19/2018,Single Family,4150 S VIA DOLCE,MARINA DEL REY,CA,90292,11,JC Boucher 2005 Family TR,,,,,,,
5083031016,1/2/2018,Multi-Family,1272 S MUIRFIELD RD,LOS ANGELES,CA,90019,10,US Bank National Association,,,,,,,
5067003015,10/10/2018,Single Family,1713 S MANSFIELD AVE,LOS ANGELES,CA,90019,10,BANK OF AMERICA,,,,,,,
2385025033,1/5/2018,Single Family,13065 W DICKENS ST,LOS ANGELES,CA,91604,2,Nationstar Mortgage LLC,,,,,,,
2020006037,1/9/2018,Single Family,7831 N SADRING AVE,LOS ANGELES,CA,91304,12,"Ocwen Loan Servicing, LLC",,,,,,,
2734012065,1/2/2018,Single Family,17645 W LEMARSH ST,LOS ANGELES,CA,91325,12,US Bank National Association,,,,,,,
4009010021,10/10/2018,Single Family,2417 W 75TH ST,LOS ANGELES,CA,90043,8,BANK OF AMERICA,,,,,,,
2727022050,1/1/2018,Single Family,22515 W SOUTH SUMMIT RIDGE CIR,LOS ANGELES,CA,91311,12,"HSBC Bank USA, N.A. C/O Select Portfolio Servicing",,,,,,,
2536026006,10/19/2018,Single Family,12566 W TERRA BELLA ST,LOS ANGELES,CA,91331,7,LAKEVIEW LOAN SERVICING,,,,,,,
2171021052,11/14/2018,Single Family,4713 N DON PIO DR,LOS ANGELES,CA,91364,3,"HSBC Bank USA,  N.A. C/O Select Portfolio Servicing",,,,,,,
5041032017,1/1/2018,Single Family,3733 S DALTON AVE,LOS ANGELES,CA,90018,8,"Deutsche Bank National Trust, c/o Select Portfolio Servicing",,,,,,,
5061010008,7/11/2018,Single Family,2209 S WEST BLVD,LOS ANGELES,CA,90016,10,"U.S. Bank N.A., c/o Select Portfolio Servicing",,,,,,,
4257021070,12/21/2018,Single Family,2489 S BUNDY DR,LOS ANGELES,CA,90064,11,Celink,,,,,,,
2639015016,5/24/2018,Single Family,8901 N KATHERINE AVE,LOS ANGELES,CA,91402,6,Shellpoint Mortgage,,,,,,,
5438002006,10/3/2018,Multi-Family,2645 N RIVERSIDE TER,LOS ANGELES,CA,90039,13,"JPMorgan Chase Bank, N.A.",,,,,,,
7456021056,1/1/2018,Single Family,356 W 15TH ST,SAN PEDRO,CA,90731,15,"U.S. Bank N.A., c/o Select Portfolio Servicing",,,,,,,
6001008015,1/2/2018,Single Family,6026 S VAN NESS AVE,LOS ANGELES,CA,90047,8,Fay Servicing LLC,,,,,,,
5016013026,11/1/2018,Single Family,1537 W 47TH ST,LOS ANGELES,CA,90062,8,Shellpoint Mortgage Servicing,,,,,,,
2010023052,1/1/2018,Single Family,22157 W TERI CT,LOS ANGELES,CA,91304,12,"Deutsche Bank, c/o Select Portfolio Servicing",,,,,,,
2245010047,9/24/2018,Single Family,14343 W BURBANK BLVD,VAN NUYS,CA,91401,4,Deutsche Bank N.T.C. c/o Select Portfolio Servicing,,,,,,,
2707023001,12/24/2018,Single Family,10300 N LARAMIE AVE,LOS ANGELES,CA,91311,12,"SETERUS, INC",,,,,,,
6083004034,9/18/2018,Single Family,343 E 116TH ST,LOS ANGELES,CA,90061,15,"U.S. Bank N.A., c/o Select Portfolio Servicing",,,,,,,
5015019033,1/12/2018,Single Family,5111 S WILTON PL,LOS ANGELES,CA,90062,8,Ditech Financial LLC,,,,,,,
5690029029,4/6/2018,Multi-Family,4835 N GENEVIEVE AVE,LOS ANGELES,CA,90041,14,"The Gold 401K Profit Sharing Plan and Trust,  Jonathan B. Brooks, Trustee",,,,,,,
7351012033,1/26/2018,Single Family,1514 W 207TH ST,LOS ANGELES,CA,90501,15,"Trojan Capital Investments, LLC",,,,,,,
7470017014,11/28/2018,Single Family,3127 S BARBARA ST,SAN PEDRO,CA,90731,15,Mr. Cooper,,,,,,,
6035017008,1/8/2018,Single Family,1815 W 84TH ST,LOS ANGELES,CA,90047,8,Midland Mortgage,,,,,,,
6014010018,11/6/2018,Single Family,1249 W 66TH ST,LOS ANGELES,CA,90044,8,Champion Mortgage,,,,,,,
5034002052,1/1/2018,Single Family,3890 S WESTSIDE AVE,,CA,,10,"HSBC Bank USA, N.A., c/o Select Portfolio Servicing",,,,,,,
2728029056,11/28/2018,Single Family,18808 W WILLOWTREE LANE,LOS ANGELES,CA,91326,12,Kamali Parviz,,,,,,,
4303035047,1/11/2018,Single Family,8559 W ALCOTT ST 1-20,LOS ANGELES,CA,90035,5,CALIBER HOME LOANS,,,,,,,
2022003016,10/19/2018,Single Family,22717 W CANTLAY ST,LOS ANGELES,CA,91307,12,Cenlar FSB,,,,,,,
2537013022,10/29/2018,Single Family,12453 W MONTAGUE ST,LOS ANGELES,CA,91331,7,"Caliber Home Loans, INC",,,,,,,
2503013008,1/22/2018,Single Family,13808 N BRUSSELS AVE,LOS ANGELES,CA,91342,7,Specialized Loan Servicing LLC,,,,,,,
2287005053,12/18/2018,Single Family,16930 W ENCINO HILLS DR,LOS ANGELES,CA,91436,5,Mr. Cooper,,,,,,,
2309026009,11/30/2018,Single Family,7930 N VANTAGE AVE,LOS ANGELES,CA,91605,2,"Real Time Resolutions, Inc.",,,,,,,
5218016028,11/4/2018,Multi-Family,3406 N PUEBLO AVE 1-3,LOS ANGELES,CA,90032,14,WILSHIRE FINANCIAL NETWORK,,,,,,,
2601075027,10/29/2018,Single Family,18503 W OLDENBURG LANE,LOS ANGELES,CA,91344,12,PENNYMAC,,,,,,,
2608023016,1/2/2018,Single Family,17031 W PAULETTE PL,LOS ANGELES,CA,91344,12,Shellpoint Mortgage,,,,,,,
2359013003,11/14/2018,Single Family,4947 N VARNA AVE,LOS ANGELES,CA,91423,4,Selene Finance - Jefferson Office,,,,,,,
4115022016,1/19/2018,Single Family,8228 S FALMOUTH AVE,LOS ANGELES,CA,90293,11,Trustee Corp,,,,,,,
6048005025,11/6/2018,Single Family,9611 S COMPTON AVE,LOS ANGELES,CA,90002,15,Suntrust,,,,,,,
2104010010,10/1/2018,Single Family,19115 W STAGG ST,LOS ANGELES,CA,91335,3,Bank of America,,,,,,,
2631005024,1/1/2018,Single Family,9111 N TELFAIR AVE,LOS ANGELES,CA,91352,6,US Bank NA C/O Select Portfolio Servicing,,,,,,,
2263014018,12/19/2018,Single Family,15025 W VALLEYHEART DR,LOS ANGELES,CA,91403,4,Mr. Cooper,,,,,,,
6073007019,10/19/2018,Multi-Family,231 E 109TH PL,LOS ANGELES,CA,90061,8,SRP 2012-4 LLC,,,,,,,
2407018016,3/15/2018,Single Family,10343 W STRATHERN ST,LOS ANGELES,CA,91352,2,Wells Fargo Bank N.A.,,,,,,,
2723007014,1/1/2018,Single Family,10509 N ANDORA AVE,LOS ANGELES,CA,91311,12,Deutsche Bank C/O Select Portfolio Servicing,,,,,,,
5156005023,10/26/2018,Multi-Family,154 N ROBINSON ST,LOS ANGELES,CA,90026,13,PNC MORTGAGE PRESALE,,,,,,,
2651005016,9/10/2018,Single Family,14800 W CALAHAN ST,LOS ANGELES,CA,91402,6,US BANK NA co SELECT PORTFOLIO SERVICING,,,,,,,
2512009007,1/2/2018,Single Family,13234 W LEACH ST,LOS ANGELES,CA,91342,7,Specialized Loan Servicing LLC,,,,,,,
2358027018,1/3/2018,Single Family,5055  COLDWATER CANYON,LOS ANGELES,CA,91423,4,"PEAK FORECLOSURE SERVICES, INC.",,,,,,,
2261036035,8/23/2018,Single Family,15473 W LA MAIDA ST,,CA,,5,"Nationstar Mortgage, dba Mr. Cooper",,,,,,,
2233015001,1/5/2018,Single Family,15926 W HAYNES ST,VAN NUYS,CA,91406,6,Statebridge Company LLC,,,,,,,
2684009020,1/1/2018,Single Family,16859 W HIAWATHA ST,LOS ANGELES,CA,91344,12,"Wells Fargo Bank, NA, c/o Select Portfolio Servicing",,,,,,,
2712023012,1/9/2018,Multi-Family,17629 W LOS ALIMOS ST,LOS ANGELES,CA,91344,12,Nationstar Mortgage LLC,,,,,,,
5071001037,8/24/2018,Single Family,1735 S CRENSHAW BLVD,LOS ANGELES,CA,90019,10,Wells Fargo Bank N.A.,,,,,,,
5586010009,12/20/2018,Multi-Family,6042 W GRACIOSA DR,LOS ANGELES,CA,90068,4,Mr. Cooper,,,,,,,
2129021074,1/1/2018,Single Family,6641  WILBUR,LOS ANGELES,CA,91335,3,"Deutsche Bank, c/o Select Portfolio Servicing",,,,,,,
2429012012,1/11/2018,Single Family,3228 N BENNETT DR,LOS ANGELES,CA,90068,4,CALIBER HOME LOANS,,,,,,,
5033012016,7/31/2018,Single Family,3847 S DEGNAN BLVD,,CA,,10,US BANK NA co SELECT PORTFOLIO SERVICING,,,,,,,
6057019037,11/16/2018,Single Family,9610 S VAN NESS AVE,LOS ANGELES,CA,90047,8,"The REO Group, Inc.",,,,,,,
6023011012,10/18/2018,Single Family,842 E 74TH ST,LOS ANGELES,CA,90001,9,Bayview Loan Servicing/Bayview Representative,,,,,,,
5113032013,1/12/2018,Multi-Family,4172 1/2 S WOODLAWN AVE,LOS ANGELES,CA,90011,9,Wells Fargo Bank N.A.,,,,,,,
2289024021,11/12/2018,Single Family,16814 W OAK VIEW DR,LOS ANGELES,CA,91436,5,Secured Income Fund-II LLC,,,,,,,
2785008028,1/1/2018,Single Family,18634 W NAPA ST,LOS ANGELES,CA,91324,12,Deutsche Bank National Trust C/O Select Portfolio Servicing,,,,,,,
4251021019,10/26/2018,Single Family,3240 S MILITARY AVE,LOS ANGELES,CA,90034,5,Bank of America,,,,,,,
2074019020,9/19/2018,Single Family,22922 W AVENUE SAN LUIS,LOS ANGELES,CA,91364,3,Shellpoint Mortgage Servicing,,,,,,,
5006001017,6/20/2018,Multi-Family,5340 1/2 S BRYNHURST AVE,LOS ANGELES,CA,90043,8,"Deutsche Bank, c/o Select Portfolio Servicing",,,,,,,
2257011020,12/21/2018,Single Family,5450 N ENCINO AVE,LOS ANGELES,CA,91316,5,US Bank NA as Trustee for LSF9 Master Participation Trust,,,,,,,
2701039014,5/22/2018,Single Family,20115 W VIA CELLINI,LOS ANGELES,CA,91326,12,CALIBER HOME LOANS,,,,,,,
2153023021,1/25/2018,Single Family,6200 N CORBIN AVE,LOS ANGELES,CA,91356,3,Wells Fargo Bank N.A.,,,,,,,
4305013031,1/12/2018,Single Family,1445 S LIVONIA AVE,LOS ANGELES,CA,90035,5,Specialized Loan Servicing LLC,,,,,,,
2316001032,1/15/2018,Single Family,11601 W KESWICK ST,LOS ANGELES,CA,91605,6,SELENE FINANCE LP,,,,,,,
4114015010,1/30/2018,Single Family,7437 W 82ND ST,LOS ANGELES,CA,90045,11,Selene Finance LP - Eric Moore,,,,,,,
5105015006,1/1/2018,Multi-Family,5517 S MORGAN AVE,LOS ANGELES,CA,90011,9,U.S. Bank NA C/O Select Portfolio Servicing,,,,,,,
2171005016,11/28/2018,Single Family,21539 W ARCOS DR,LOS ANGELES,CA,91364,3,Mei L Yang,,,,,,,
5475022013,1/5/2018,Single Family,4637 E CLELAND AVE,LOS ANGELES,CA,90065,1,Nationstar Mortgage LLC,,,,,,,
2023007017,1/1/2018,Single Family,22021 W CANTLAY ST,LOS ANGELES,CA,91303,3,"US BANK NA, c/o Select Portfolio Servicing",,,,,,,
7422019028,1/1/2018,Single Family,406 E M ST,LOS ANGELES,CA,90744,15,"Wells Fargo Bank, NA, c/o Select Portfolio Servicing",,,,,,,
6084012010,8/22/2018,Non-Residential,00722  E 116TH ST,LOS ANGELES,CA,90059,15,Wells Fargo Bank N.A.,,,,,,,
2604041003,11/14/2018,Single Family,15505 W LA VALLE ST,LOS ANGELES,CA,91342,7,"Ocwen Loan Servicing, LLC",,,,,,,
2206034025,1/10/2018,Single Family,16010 W WYANDOTTE ST,VAN NUYS,CA,91406,6,Nationstar Mortgage LLC,,,,,,,
6015002008,5/19/2018,Multi-Family,1530 1/2 W 64TH ST,LOS ANGELES,CA,90047,8,Shellpoint Mortgage,,,,,,,
5544003041,10/23/2018,Multi-Family,1840 N GRAMERCY PL,HOLLYWOOD,CA,90028,13,Malaga Bank,,,,,,,
5115031024,1/9/2018,Single Family,1230 E 42ND PL,LOS ANGELES,CA,90011,9,Bank of America,,,,,,,
2012020037,11/2/2018,Single Family,7642 N NITA AVE,,CA,,3,Wells Fargo Bank N.A.,,,,,,,
2013027011,1/4/2018,Single Family,7856 N MAYNARD AVE,LOS ANGELES,CA,91304,12,Carrington Mortgage Services,,,,,,,
2536003023,12/7/2018,Single Family,12872 W VAN NUYS BLVD,LOS ANGELES,CA,91331,7,Celink,,,,,,,
2671005003,1/2/2018,Single Family,9740 N DANUBE AVE,LOS ANGELES,CA,91343,12,RUSHMORE LOAN MANAGEMENT SERVICES,,,,,,,
7423027079,12/5/2018,Single Family,1156 N HYATT AVE,LOS ANGELES,CA,90744,15,M&T Bank,,,,,,,
5312024070,12/17/2018,Single Family,655 S AVENUE 61,LOS ANGELES,CA,90042,14,Mr. Cooper,,,,,,,
7452026003,12/13/2018,Single Family,322 S WOODLAND DR,SAN PEDRO,CA,90732,15,Shellpoint Mortgage,,,,,,,
6040015009,10/25/2018,Multi-Family,232 W 86TH PL,LOS ANGELES,CA,90003,8,Freedom Mortgage,,,,,,,
2217011057,11/19/2018,Multi-Family,14235 W VANOWEN ST,VAN NUYS,CA,91405,6,Bank of the West,,,,,,,
2527002019,11/14/2018,Single Family,11853 N CHADRON AVE,LOS ANGELES,CA,91331,7,U.S. Bank N.A. C/O Select Portfolio Servicing,,,,,,,
2647013025,7/30/2018,Single Family,14650 W LASSEN ST,LOS ANGELES,CA,91345,6,Ditech Financial LLC,,,,,,,
7442033109,1/1/2018,Single Family,28006 S WESTERN AVE,LOS ANGELES,CA,90732,15,"PNC Bank, N.A. C/O Select Portfolio Servicing",,,,,,,
2726006015,12/5/2018,Single Family,19846 W MAYALL ST,LOS ANGELES,CA,91311,12,Mr. Cooper,,,,,,,
6048022002,12/5/2018,Single Family,9216 S COMPTON AVE,LOS ANGELES,CA,90002,15,"Budget Funding I, LLC",,,,,,,
4003009001,5/24/2018,Single Family,4340 W 60TH ST,LOS ANGELES,CA,90043,8,Shellpoint Mortgage,,,,,,,
2513029003,10/31/2018,Single Family,13070 W FOOTHILL BLVD,LOS ANGELES,CA,91342,7,Shellpoint Mortgage Servicing,,,,,,,
6074023067,11/14/2018,Multi-Family,216 W 112TH ST,LOS ANGELES,CA,90061,8,RoundPoint Mortgage Servicing Corporation,,,,,,,
5453022022,11/21/2018,Multi-Family,3305 E THORPE AVE,LOS ANGELES,CA,90065,1,"Cardenas Three, LLC",,,,,,,
2337008010,11/10/2018,Single Family,11307 W BESSEMER ST,LOS ANGELES,CA,91606,2,"Real Property Trustee, Inc.",,,,,,,
6065002010,1/8/2018,Single Family,1316 E 103RD ST,LOS ANGELES,CA,90002,15,"Ocwen Loan Servicing, LLC",,,,,,,
7559035014,1/2/2018,Single Family,409 S WEYMOUTH AVE,SAN PEDRO,CA,90732,15,Flagstar Bank,,,,,,,
5015040022,11/12/2018,Single Family,5137 S 2ND AVE,LOS ANGELES,CA,90043,8,BANK OF AMERICA,,,,,,,
5556015074,11/28/2018,Vacant Residential,1728 N QUEENS CT,HOLLYWOOD,CA,90069,4,"West Coast Capital, LLC",,,,,,,
5682025033,11/30/2018,Single Family,5077 N COLLEGE VIEW AVE,LOS ANGELES,CA,90041,14,bayview,,,,,,,
2609017001,1/1/2018,Single Family,16548 W KNOLLWOOD DR,LOS ANGELES,CA,91344,12,"U.S. Bank N.A., c/o Select Portfolio Servicing",,,,,,,
2535027014,1/31/2018,Single Family,13015 W PIERCE ST,LOS ANGELES,CA,91331,7,US Bank NA C/O Select Portfolio Servicing,,,,,,,
2501009026,1/1/2018,Single Family,13216 N NORRIS AVE,LOS ANGELES,CA,91342,7,Bank of New York Mellon c/o Select Portfolio Servicing,,,,,,,
2601067004,12/19/2018,Single Family,17806 W MOUNTAIN RANCH ROAD,LOS ANGELES,CA,91344,12,Mr. Cooper,,,,,,,
2125020033,1/12/2018,Single Family,18139 W WELBY WAY,LOS ANGELES,CA,91335,3,Shellpoint Mortgage Services,,,,,,,
2530038011,11/7/2018,Single Family,11446 W TERRA VISTA WAY,LOS ANGELES,CA,91342,7,Kb Holdings,,,,,,,
6032031026,12/3/2018,Single Family,426 W 81ST ST,LOS ANGELES,CA,90003,8,Shellpoint Mortgage Servicing,,,,,,,
4012001019,12/18/2018,Single Family,7302 S 9TH AVE,LOS ANGELES,CA,90043,8,Mr. Cooper,,,,,,,
2676009005,1/1/2018,Single Family,16321 W VINCENNES ST,LOS ANGELES,CA,91343,12,Wells Fargo Bank NA c/o Select Portfolio Servicing,,,,,,,
5107020015,12/19/2018,Single Family,1237 E 49TH ST,LOS ANGELES,CA,90011,9,Mr. Cooper,,,,,,,
